attrition,age,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,years_in_current_role_rel_department,monthly_income_rel_department,years_since_last_promotion_rel_department
No,36,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,No,21,4,4,0,10,2,2,10,1,0,8,-0.8982296256739933,-0.47825801848649546,-0.7080218412404746
No,40,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,No,11,3,1,1,22,3,3,19,7,11,16,0.7802847230832216,2.1532071546644023,2.7690874369961045
No,26,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Yes,13,3,3,1,1,3,2,1,0,1,0,-1.1396038402601696,-0.6838982118028684,-0.35536134421002014
No,27,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,No,14,3,2,0,9,5,2,8,7,0,7,0.6867140378784713,-0.11313183955981547,-0.7020606434519424
No,48,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced,17174,2437,3,No,11,3,2,1,24,3,3,22,17,4,7,3.5229826707166376,2.2249007459984567,0.5819732901518172
No,44,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,No,15,3,4,1,10,5,3,2,0,2,2,-1.1396038402601696,-0.2549621952743393,-0.04291646608940768
Yes,34,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Yes,23,4,2,1,5,2,3,5,2,3,0,-0.5910642507334863,-0.81176199577756325,0.26952841203120476
Yes,56,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,No,16,3,4,0,5,3,3,4,2,1,0,-0.5910642507334863,-0.7545705269070927,-0.35536134421002014
No,36,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,No,16,3,3,2,12,1,1,4,2,1,3,-0.6793629509431086,-0.3577890893440931,-0.40385202728092684
No,41,Travel_Rarely,337,Sales,8,3,Marketing,3,Female,54,3,2,Sales Executive,2,Married,4393,26841,5,No,21,4,3,1,14,3,3,5,4,1,4,-0.13293215541447667,-0.6322585518412585,-0.40385202728092684
No,42,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,83,3,3,Research Director,1,Married,13348,14842,9,No,13,3,2,1,18,3,4,13,7,5,7,0.7802847230832216,1.4434201749326698,0.8944181682724297
No,31,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced,6583,20115,2,Yes,11,3,4,1,8,2,3,5,2,1,4,-0.6793629509431086,-0.09268213993031392,-0.40385202728092684
No,34,Travel_Rarely,735,Sales,3,1,Medical,4,Female,75,2,2,Sales Executive,4,Married,8103,16495,3,Yes,12,3,3,0,9,3,2,4,2,0,1,-0.6793629509431086,0.2818183834051362,-0.7020606434519424
No,31,Travel_Rarely,471,Research & Development,4,3,Medical,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,No,12,3,2,1,4,0,2,2,2,2,2,-0.5910642507334863,-0.47045147976843366,-0.04291646608940768
No,26,Travel_Frequently,1096,Research & Development,6,3,Other,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,No,18,3,1,1,8,3,3,7,7,7,7,0.7802847230832216,-0.7633535024836292,1.5193079245136547
No,45,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,No,12,3,3,0,12,3,3,4,2,0,3,-0.5910642507334863,-0.18020477525079567,-0.6678062223306326
No,33,Travel_Rarely,217,Sales,10,4,Marketing,2,Male,43,3,2,Sales Executive,3,Single,5487,10410,1,No,14,3,2,0,10,2,2,10,4,0,9,-0.13293215541447667,-0.36271672780903325,-0.7020606434519424
No,28,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,42,2,2,Sales Executive,4,Married,6834,19255,1,Yes,12,3,3,1,7,2,3,7,7,0,7,0.6867140378784713,-0.030840277195315253,-0.7020606434519424
Yes,29,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,1,No,17,3,4,0,1,3,3,1,0,0,0,-1.2257937464717406,-1.4458116624028745,-0.7020606434519424
No,39,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,32,1,2,Sales Executive,3,Married,5736,3987,6,No,19,3,3,1,10,1,3,3,2,1,2,-0.6793629509431086,-0.30136762892052854,-0.40385202728092684
No,27,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,No,11,3,3,1,6,3,2,5,3,1,2,-0.3167944559701448,-0.8283066707008064,-0.35536134421002014
No,34,Travel_Frequently,735,Research & Development,22,4,Other,3,Male,86,2,2,Research Scientist,4,Married,5747,26496,1,Yes,15,3,2,0,16,3,3,15,10,6,11,1.6030941073732463,-0.10912394965463942,1.206863046393042
Yes,28,Travel_Rarely,1475,Sales,13,2,Marketing,4,Female,84,3,2,Sales Executive,3,Single,9854,23352,3,Yes,11,3,4,0,6,0,3,2,0,2,2,-1.2257937464717406,0.7132331310106449,-0.10564341110991131
No,47,Non-Travel,1169,Research & Development,14,4,Technical Degree,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,No,18,3,3,1,16,4,4,8,7,1,7,0.7802847230832216,-0.16631541852510995,-0.35536134421002014
No,56,Travel_Rarely,1443,Sales,11,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married,5380,20328,4,No,16,3,3,1,6,3,3,0,0,0,0,-1.2257937464717406,-0.38907959359646294,-0.7020606434519424
No,39,Travel_Rarely,867,Research & Development,9,2,Medical,1,Male,87,3,2,Manufacturing Director,1,Married,5151,12315,1,No,25,4,4,1,10,3,3,10,0,7,9,-1.1396038402601696,-0.2308600762503553,1.5193079245136547
No,38,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Yes,16,3,3,1,20,3,3,20,11,0,7,1.877363902136588,-0.8473024085756413,-0.6678062223306326
No,58,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Female,72,3,4,Manager,4,Married,17875,11761,4,Yes,13,3,3,1,29,2,2,1,0,0,0,-1.2257937464717406,2.6894625373748853,-0.7020606434519424
Yes,32,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,Yes,14,3,1,0,8,2,3,4,1,0,3,-0.8653340454968279,-0.7862300900318174,-0.6678062223306326
No,38,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,2,Male,71,3,1,Research Scientist,4,Divorced,4771,14293,2,No,19,3,4,2,10,0,4,5,2,0,3,-0.5910642507334863,-0.30847706971742245,-0.6678062223306326
No,49,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married,19161,13738,3,No,15,3,4,0,28,3,3,5,4,4,3,-0.04252466120680317,2.6307559197328314,0.5819732901518172
No,42,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,77,3,2,Sales Executive,4,Divorced,5087,2900,3,Yes,12,3,3,2,14,4,3,0,0,0,0,-1.2257937464717406,-0.4612694971078359,-0.7020606434519424
Yes,27,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,2863,19555,1,No,12,3,1,0,1,2,3,1,0,0,0,-1.2519075407831284,-0.6549806301358634,-0.7080218412404746
No,35,Travel_Rarely,682,Sales,18,4,Medical,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,No,16,3,4,1,6,2,1,5,3,0,4,-0.40614755317879264,-0.3444844654887547,-0.7020606434519424
No,28,Non-Travel,1103,Research & Development,16,3,Medical,3,Male,49,3,1,Research Scientist,3,Single,2144,2122,1,No,14,3,3,0,5,3,2,5,3,1,4,-0.3167944559701448,-0.8450556008700157,-0.35536134421002014
No,31,Non-Travel,976,Research & Development,3,2,Medical,3,Male,48,3,1,Research Scientist,1,Divorced,3065,3995,1,Yes,13,3,4,1,4,3,4,4,2,2,3,-0.5910642507334863,-0.6569365193353608,-0.04291646608940768
No,36,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,No,22,4,2,0,5,3,3,5,4,0,2,-0.04252466120680317,-0.7090216070566822,-0.6678062223306326
No,34,Travel_Rarely,937,Sales,1,3,Marketing,1,Male,32,3,3,Sales Executive,4,Single,9888,6770,1,No,21,4,1,0,14,3,2,14,8,2,1,0.9599294356427873,0.7216101164010431,-0.10564341110991131
No,34,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,No,18,3,3,1,9,2,2,8,7,1,1,0.6867140378784713,0.4111688931098147,-0.40385202728092684
No,26,Travel_Rarely,157,Research & Development,1,3,Medical,3,Male,95,3,1,Laboratory Technician,1,Single,2867,20006,0,No,13,3,4,0,8,6,2,7,7,7,6,0.7802847230832216,-0.6973790580366221,1.5193079245136547
No,29,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,0,No,12,3,1,1,6,5,2,5,3,0,2,-0.3167944559701448,-0.1855154116459108,-0.6678062223306326
No,32,Non-Travel,1146,Research & Development,15,4,Medical,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,5,No,18,3,2,1,9,6,3,5,1,1,2,-0.8653340454968279,0.0787908766340495,-0.35536134421002014
No,31,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,No,21,4,2,0,10,6,3,10,8,8,7,1.0545545178465632,-0.2610898526533183,1.831752802634267
Yes,28,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367,18779,5,No,12,3,1,1,6,2,2,4,1,0,3,-0.8653340454968279,-0.7995066810196052,-0.6678062223306326
No,38,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,2858,11473,4,No,14,3,1,0,20,3,2,1,0,0,0,-1.2257937464717406,-1.0104548040254138,-0.7020606434519424
No,35,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Female,55,3,2,Sales Executive,4,Married,5204,13586,1,Yes,11,3,4,0,10,2,3,10,8,0,9,0.9599294356427873,-0.4324428120879361,-0.7020606434519424
No,27,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,No,14,3,1,0,7,5,3,7,7,0,7,0.6867140378784713,-0.7032165457363965,-0.7020606434519424
No,32,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Single,9679,10138,8,No,24,4,2,0,8,1,3,1,0,0,0,-1.1396038402601696,0.6940076774835398,-0.6678062223306326
Yes,31,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,Yes,11,3,3,0,10,4,3,10,7,0,8,0.6867140378784713,-0.33068707778692236,-0.7020606434519424
Yes,53,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,Male,66,3,3,Sales Executive,1,Single,10448,5843,6,Yes,13,3,2,0,15,2,2,2,2,2,2,-0.6793629509431086,0.8595839934193669,-0.10564341110991131
No,54,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,No,11,3,3,2,9,6,2,4,3,2,3,-0.3167944559701448,-0.6912514006576431,-0.04291646608940768
No,33,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968,18079,1,No,20,4,3,3,9,2,3,9,7,2,8,0.7802847230832216,-0.06398354029616089,-0.04291646608940768
No,43,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,No,17,3,2,1,10,1,3,10,9,0,9,1.3288243126099049,0.250978048983359,-0.6678062223306326
No,38,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married,2991,5224,0,Yes,11,3,2,1,7,2,3,6,2,1,2,-0.5445517105648584,-0.6328687100076922,-0.3097595555427076
No,55,Travel_Rarely,189,Human Resources,26,4,Human Resources,3,Male,71,4,5,Manager,2,Married,19636,25811,4,Yes,18,3,1,1,35,0,3,10,9,1,4,1.9311936951990858,2.2425446535345643,-0.3097595555427076
No,31,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Yes,11,3,3,3,1,4,3,1,0,0,0,-1.1396038402601696,-1.0523746755254715,-0.6678062223306326
No,39,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,No,12,3,1,0,21,3,3,20,8,11,10,0.9599294356427873,1.572366897372957,2.5782341344292283
No,42,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,No,12,3,4,0,20,2,3,20,9,3,7,1.3288243126099049,-0.3981451226964816,0.26952841203120476
No,31,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,No,20,4,3,1,13,2,4,11,7,4,8,0.7802847230832216,0.970160770029526,0.5819732901518172
No,54,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Yes,19,3,4,0,9,3,3,5,2,1,4,-0.5910642507334863,-0.3760855561321573,-0.35536134421002014
No,24,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,No,12,3,2,0,4,2,2,4,3,1,2,-0.3167944559701448,-0.3399323775961812,-0.35536134421002014
No,23,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,No,13,3,3,0,5,6,4,5,2,1,4,-0.5910642507334863,-0.7423152121491347,-0.35536134421002014
No,40,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,1,No,11,3,1,1,10,2,4,10,9,9,4,1.3288243126099049,0.008527072021757119,2.1441976807548797
No,40,Travel_Rarely,444,Sales,2,2,Marketing,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,No,14,3,3,1,15,4,3,11,8,5,10,0.9599294356427873,-0.31590416239210195,0.7889824374031353
No,25,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,Female,82,3,1,Human Resources,2,Married,2187,19655,4,No,14,3,3,0,6,3,3,2,0,1,2,-1.2519075407831284,-0.7717592083127672,-0.3097595555427076
No,30,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,No,13,3,3,0,12,6,2,12,8,1,7,1.0545545178465632,-0.5174301863406059,-0.35536134421002014
No,25,Travel_Rarely,977,Research & Development,2,1,Other,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,7298,6,Yes,19,3,3,1,7,2,2,2,2,0,2,-0.5910642507334863,-0.4706557350143996,-0.6678062223306326
No,47,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,No,23,4,2,0,25,3,3,17,14,12,11,2.700173286426613,0.4803566902031391,3.081532315116717
No,33,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,No,12,3,3,3,1,2,2,1,1,0,0,-0.8653340454968279,-0.8728343143213871,-0.6678062223306326
No,38,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,No,15,3,1,2,16,3,3,15,13,5,8,2.3260064244643672,-0.6206786014486492,0.7889824374031353
No,31,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,No,19,3,3,1,3,1,3,2,2,1,2,-0.6793629509431086,-0.9589609820667894,-0.40385202728092684
No,38,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,No,11,3,4,1,10,1,3,8,3,7,7,-0.3167944559701448,-0.19613668443614102,1.5193079245136547
No,42,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,6,Yes,17,3,3,1,9,3,2,4,3,1,2,-0.3167944559701448,-0.17795796754517004,-0.35536134421002014
No,41,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,No,22,4,1,1,12,3,3,5,3,1,0,-0.3167944559701448,-0.7147407539437293,-0.35536134421002014
No,47,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,98,3,3,Research Director,2,Married,11957,17231,0,No,18,3,1,2,14,3,1,13,8,5,12,1.0545545178465632,1.1593011277940108,0.8944181682724297
No,35,Travel_Rarely,1490,Research & Development,11,4,Medical,4,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Yes,11,3,3,1,5,3,3,2,2,2,2,-0.5910642507334863,-0.7396598939515772,-0.04291646608940768
No,22,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,No,12,3,4,0,4,2,4,3,2,1,2,-0.5910642507334863,-0.5936173930859113,-0.35536134421002014
No,35,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,No,19,3,2,0,10,5,3,10,7,0,8,0.7802847230832216,-0.2416856042865515,-0.6678062223306326
No,33,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Yes,13,3,1,1,10,6,3,9,7,8,1,0.7802847230832216,-0.28662175839906406,1.831752802634267
No,32,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,No,13,3,3,0,6,3,3,6,2,4,1,-0.5910642507334863,-0.7035067154156011,0.5819732901518172
No,40,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,No,19,3,3,2,8,3,2,1,0,0,0,-1.1396038402601696,-0.7915407264269325,-0.6678062223306326
No,32,Travel_Rarely,234,Sales,1,4,Medical,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,No,14,3,2,1,3,2,3,2,2,2,2,-0.6793629509431086,-1.1555737568179008,-0.10564341110991131
No,39,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,No,13,3,1,0,18,2,3,7,7,1,7,0.7802847230832216,-0.44389829779285805,-0.35536134421002014
No,38,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,No,12,3,1,1,20,3,3,18,16,1,11,3.2487128759532964,1.4144159300055026,-0.35536134421002014
No,32,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married,10422,24032,1,No,19,3,3,2,14,3,3,14,10,5,7,1.5063602311714193,0.8531780634149446,0.7889824374031353
No,37,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Yes,25,4,1,1,16,2,3,16,11,6,8,1.877363902136588,1.5243052523351923,1.206863046393042
No,25,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Yes,22,4,2,1,6,3,2,5,3,0,4,-0.40614755317879264,-0.5056182432922971,-0.7020606434519424
No,52,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,No,15,3,2,2,16,3,2,9,8,0,0,0.9599294356427873,-0.8567124839192816,-0.7020606434519424
No,44,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,Yes,12,3,3,0,6,2,3,4,3,1,2,-0.3167944559701448,-0.7854130690479536,-0.35536134421002014
No,21,Travel_Rarely,501,Sales,5,1,Medical,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Yes,11,3,4,0,2,6,3,2,2,1,2,-0.6793629509431086,-1.1282253633374828,-0.40385202728092684
No,39,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,19431,15302,2,No,13,3,3,0,21,3,2,6,0,1,3,-1.1396038402601696,2.685904836143642,-0.35536134421002014
Yes,23,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,No,19,3,1,1,1,3,2,1,0,1,0,-1.2257937464717406,-1.2735906980532168,-0.40385202728092684
No,36,Travel_Rarely,557,Sales,3,3,Medical,1,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,No,19,3,3,2,10,2,3,9,7,3,4,0.6867140378784713,0.16872908063476014,0.19256520506110422
No,36,Travel_Frequently,688,Research & Development,4,2,Life Sciences,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,No,13,3,2,3,18,3,3,4,2,0,2,-0.5910642507334863,-0.2349451811696746,-0.6678062223306326
No,56,Non-Travel,667,Research & Development,1,4,Life Sciences,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,No,21,4,1,1,13,2,2,13,12,1,9,2.1516336968999297,0.0050547328403356935,-0.35536134421002014
Yes,29,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Yes,14,3,2,3,4,3,4,2,2,2,2,-0.5910642507334863,-0.305208985781967,-0.04291646608940768
No,42,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,Male,56,3,5,Manager,3,Married,18880,17312,5,No,11,3,1,0,24,2,2,22,6,4,14,0.50601492831988,2.5733601956163947,0.5819732901518172
Yes,56,Travel_Rarely,310,Research & Development,7,2,Technical Degree,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,No,11,3,4,1,14,4,1,10,9,9,8,1.3288243126099049,-0.8052258279066523,2.1441976807548797
No,41,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,No,23,4,3,1,21,3,3,20,7,0,10,0.7802847230832216,1.4887648395371142,-0.6678062223306326
No,34,Travel_Rarely,704,Sales,28,3,Marketing,4,Female,95,2,2,Sales Executive,3,Married,6712,8978,1,No,21,4,4,2,8,2,3,8,7,1,7,0.6867140378784713,-0.06089887183145006,-0.40385202728092684
No,36,Non-Travel,301,Sales,15,4,Marketing,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,No,24,4,1,1,15,4,2,15,12,11,11,2.052791026700051,-0.38267366359204075,2.5782341344292283
No,41,Travel_Rarely,930,Sales,3,3,Life Sciences,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,No,11,3,3,1,14,5,3,5,4,0,4,-0.13293215541447667,0.48754728931638674,-0.7020606434519424
No,32,Travel_Rarely,529,Research & Development,2,3,Technical Degree,4,Male,78,3,1,Research Scientist,1,Single,2439,11288,1,No,14,3,4,0,4,4,3,4,2,1,2,-0.5910642507334863,-0.7848003033100557,-0.35536134421002014
No,35,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Yes,16,3,3,0,9,2,3,9,0,1,7,-1.2519075407831284,0.3770241420961246,-0.3097595555427076
No,38,Travel_Rarely,345,Sales,10,2,Life Sciences,1,Female,100,3,2,Sales Executive,4,Married,5343,5982,1,No,11,3,3,1,10,1,3,10,7,1,9,0.6867140378784713,-0.3981957247566022,-0.40385202728092684
Yes,50,Travel_Frequently,878,Sales,1,4,Life Sciences,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,No,12,3,4,2,12,3,3,6,3,0,1,-0.40614755317879264,-0.05695676105949796,-0.7020606434519424
